Name,Actual Gross Profit for Venue,Created Time,Forecast GP for Venue,EA Backport with Pivot,Count (Breakdown),Count (Sales Opportunities),SAP ACT GP FYE26,Venue Tier [Private],Venue Tier (Opps),GP Act (per Ops) [Private],GPP Act (per Finance) [Private],_record_id,Venue Type,Address,KERB Status,Sales Opportunities,Breakdown,Venue Photo,Gross Profit (from Event Reports) (from Breakdown),Gross Profit (from Breakdown),Current Sales Manager,Previous Sales Manger(s),Business Development,Venue Commission Rate,Floorpan / Venue Docs,Access Information / Nearest Tube,Guest Access Points & Staff Access Points,Access Times,Loading Bay ,Goods Lift / Stairs Only,Set Up Type?,Inside / Outside,Cooking Restrictions,Onsite Kitchen?,Food BOH Details,Cloakroom,KERB Silver Bins,Waste Removal Info,Power,Water,Venue Bar?,Bar BOH Storage,Do we need lighting for the bar?,Glassware,VRN's Required?,Staff Names Required?,Venue Contact,Department(s),Capacity,Notes,Site Restrictions,Bars,Breakdown copy,Room Hire / Rates & Capacities,Contract,Invoicing,Staff changing rooms/toilets/smoking area,Will there be an on-site H&S audit conducted by venue?,Work Requests,Fire Exit,Loading Bay Photos,Floor Restrictions?,Bar Photos,Venue Sales Representative,Staffing % Target,COGs% Target,Supplier List ,Crew Food,Link To Drive
Ministry of Sound,9704.55,2025-03-26T17:09:01.000Z,8768.0,"rec35M5pZMXvpkz4V, rec783j911vhVn9Xb, rec79Hy95wqXrmoJy, recB1ID0pfHk3zxVJ",4,5,8343.51,5 - Bronze,4 - Bronze,9704.55,8343.51,rec8gEG8Q4glnz1G1,Event Space,"103 Gaunt St, London SE1 6DP",YES - KERB VENUE,"recJOb5Pb5VgAulh4, recX062lbMeCLLKFq, recU4FSfideNn3GEh, recgknkdt0Be6JqX2, recWXsgEHwKdOJXVg","recvU8d1rwjy8fCz6, rectBrYX80uOIfORm, recDd2Cm8CUq0S0LV, recsW4IsCLfY6oJ2B",https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/KnBT99XJwjS3_9ytDBnn6A/dMJ5TaDXW3Fs2NbKXRhIWmlgivuj_HI64iY15lCp7oi38OHvlzPQcF2BLDlpLSIo3eS-BFHa6li-EJ3i3Fk5CKvmKtp8d7BUIakmcDaOmsp_KAOpRIwwYi8SkN8u5eH_WAC6n2yXibJphDnrnpyzjbkCtuTrEOMq6SZfs72icho/zbIGd8JF0dZ8lOKcN-ChsSM5iX2jPIL5n6r5AUS17lI,"1680, 1362.6, 4294.75, 2367.2","1590, 1068, 4050, 2060",rec0Hy5Uj9Dsb6d3d,,recnqt48znwo3mVjd,0.0,,"Elephant and Castle  

Northern Line 
Bakerloo Line ","staff will be located in the MoS office area, main gate entrance usually but will be confirmed per event ",,loading in courtyard is permitted but no parking onsite unless a trader for the event ,step free,,,No live cooking/gas inside but allowed outside,Baby Box back of house works best (?),,,,,All fine for 103,,venue own bar but will not provided bar service ,,,,,,recTuf1MU2jmxojRT,recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
MK1 1DQ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recIa41sffatZMODh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK45 2JQ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7lDxfzQ2c1ESUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK452JQ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recYOorBBe0aEsFg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy HQ,0.0,2025-08-18T13:10:18.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recMJbIlNQk0C9Bw5,,,"PROSPECTIVE, PARTNERSHIPS",recLAmiFfUSGOnmyF,,,,,recSZSjYrAL3qUi64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monzo HQ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reciCdSWH14q9rxmi,,"Broadwalk House, 5 Appold St, City of London, London EC2A 2AG",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More London,750.0,2025-05-02T11:04:48.000Z,750.0,recRe5NQw7sMKobXq,1,0,0.0,6 - Unranked,4 - Bronze,0.0,0.0,rec8DQFMjpyv7q9kO,,,,,recxYhaADaWxTbidO,https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/xyxxByen6_96iJbq7E-PqA/ctWBwBue5K5EajWkXEfe93YhQ71lde7Ny0RSvR_pVcQSFMw0oc46jhi3ZI1y1-m9RSlAwndiRgXl0F9Fmm45kSLty84Sg2DkvZw73meC1O5qBpM52Z8nRhZOOov7WdOzqq8I48_YH3kT3seUe20NeRZ4ZCIjkI_HP2COWWO1XEI/7-zbsnxya2S0PCR8hqsz0m_WawyfDe5LPGCOaf1Ro3s,750,750,recH6R9wH1hXlEMIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mortlake Anglian and Alpha Rowing Club,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recwoWy7liCtBIBvy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motel Studios Hoxton,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recIyQODbz5JdGTew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Kellys,0.0,2025-06-03T18:50:08.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,rec6VjT57y5OexRaP,,,,recASkMBVzPZAJUOJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving Brands Office,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec4s5Ytxoil3JXRz,,"7-8 Charlotte Road, London, EC2A 3 DH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Museum of Brands,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec2dmREk5WD9LVN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Museum of London / Barbican,1100.0,2025-03-26T17:09:01.000Z,1500.0,rec2Cm75zenA4LKV3,2,3,750.0,5 - Bronze,4 - Bronze,1100.0,750.0,recgM8gb5BWvTtcsx,Museum / Historical Building,"150 London Wall, Barbican, London EC2Y 5HN",YES - KERB VENUE,"rec8I1WHCUUxE8p6t, recMi6XugB2n6zxdw, recNQ5UHqx0TSFF6e","recCXh9XXrbaQ3D67, rec7X5wfOKZPiHMiP",https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/G7Iz7Q9RoIXr2FjTVIAe4Q/hLTLf8OsMpamX8t9j1LqWS3k_Jltflk02BANpZtzrgQTKgLhiCt74LMDJ83UgqKNLxBBlbyND2QYY55WLyK54BUGD2mOPk2IQbE5tEyx8PyrRENa0jnsbW-j6r_IYBTve8XLzfHDb7_PAmI2ejrGKnphnqrZPuL-4GZvIA1OYHY/JqwWiJAPGincgfQ8mz5QLutFS2NrriuLdOkT5lIN-Eo,"1100, 0","1500, 0",recnThfpqwRXzR4uq,recBc7aKMdosBJ0it,recdedEFcd7tHMevW,0.1,,"Barbican, St Pauls, Moorgate ",,,,,,,"Electric only indoors, hot hold only",Yes - Benogos during the day,,kerb to supply ,,"""Wastage removal? Yes""",,have access to water,no,,,,,,"recH0JUHKEBEovocJ, recmi90PFN4QdlvH8",recKYL4UGGMgzayKD,,Garden Room Outside space  ,,,,,,,,,,,,,,,,,,,
Museum of London / Docklands,7645.190000000002,2025-03-26T17:09:01.000Z,7795.0,recgmi0g4ICKbYfCC,1,6,7752.74,5 - Bronze,4 - Bronze,7645.190000000002,7752.74,recaRIBEptzWuCjlf,Museum / Historical Building,"Museum of London, Docklands, No 1, West India Quay, Hertsmere Rd, London E14 4AL",YES - KERB VENUE,"recnj14kdXidirGCc, recOqUESgoTbQIZFY, recKjqwdulxXeqyKN, recewGXheDHuJytFK, recuOcjbqfXL1OwzD, reclncSttRej8D8dk",recArkTPBQ2WEXr1d,https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/hyZRcrI608WYUiDRlNZlbw/J1E2XoZRu9ZV8xTBvqwYW6e5Pw74rL8YWQNDynGyZPevzLZHtjBLMJYz4m7KJe6uPO-2rot6dVHMQn6PcmoU-5EagnDNOobpgmWy5-sIjYsUNQUGSJCXu-YSKYcl3D8wtlxvq8pqG6fK424W-J3ckagJixafGrgHoYoiZPjm6oo/tuCwIUozAv9AmZT_ctE6xxXXme5l3AJuwhSuf2CYCrM,7645.190000000002,7795,recnThfpqwRXzR4uq,recBc7aKMdosBJ0it,recdedEFcd7tHMevW,0.1,,Poplar,No parking,,,,,,"hold only indoors 
Electric only outside but live cooking and frying fine
","Is there a kitchen on-site? No, but we can set up the Lee Boo Room as a back of house kitchen. 

What is in it? Equipment list? Nothing, we would need to bring everything ourselves.  

How far is the kitchen from set up? One floor up to Rum and Sugar Store, Three floors up to Wilberforce Room.  ",,kerb to supply,,"KERB to bring own bins onsite (silver ones for guests)?  

Wastage removal? Yes ","Costs (if any)? No 

Who supplies / distributes? Venue. 

Who do we send power to? Venue. ","Access to water? Yes 

Waste water? Drain outside venue. Remove all oil.  

Wash up facilities? No.  ",No bar onsite ,Lee Boo Room 1or 3 floors from set up (with lift),,,,,,recKYL4UGGMgzayKD,,,no parking,,,,,,,,,,,,,,,,,,
"Museum of London / Docklands, Museum of London / Barbican",2701.670000000002,2025-03-27T13:10:59.000Z,3800.0,rec3XTblc9aL5Wi7e,1,2,6218.39,5 - Bronze,4 - Bronze,2701.670000000002,6218.39,recK6Gel3dLAU28TP,,,,"rech8dQHtcan4yIPY, recVXD1fjgkZoiNXh",rech6Gdhb0LtEUA8M,https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/Qo_3HJe8ss1MQAFrgcZIGg/NXH8dbBw0k2YS51lnXRMed1HXsuDLarTAa6Dyyl3ha3ILX0UFfnu8xNfoALDCkOCZZ0DW9tmuquxYNH8JoWfLODyPp_8u32Gz16kD39QpgHom2vMg-873c8Tc6YByERA85NPa0fasd-5QKBy2XKjG_s2aifNw9TE9SLqSg4qmI8/T1-xs87J6sW8gkyOiu50Xj1pvgLT5goIC3q6sdndhCU,2701.670000000002,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Museum of London / Smithfield,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recSxyTpOBbNbnP1c,,"London Museum, Smithfield, London, EC1A 9PS",,,,,,,,recBc7aKMdosBJ0it,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Museum of the Home,0.0,2025-03-26T17:09:01.000Z,0.0,,2,4,0.0,6 - Unranked,Unranked,0.0,0.0,recEVS5fSl1Cfz9op,Museum / Historical Building,"Museum of the Home, 136 Kingsland Rd, London E2 8EA",YES - KERB VENUE,"recIYy0TO18x64ENW, recCymEME1RLiPAMk, recytPyd59qc2X5NA, recfvEEMtRfQpgbvP","recx3Tgr4P8RODYe0, recXLsh3tX69EFjJ3",https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/fyiztG95sfnTflGHocvUVQ/wgcTU3XJmHCk63tiY0wI2c13Je9lirz4TdV3Mnja421iLq2qb7QAGCsrnyTai3aprN8j4Bovw2rSpqW49veMOi-WnNfaD1XRNv5_LYNEf-uemlsSjRlU65JhK8lUj7Y5QZ71pWqnfaK8CVJfum5M-tXFFb5m3UMAIV4Bk9UX6Ss/d7IBlL0NHY4FUkNnysNPU-agJLbncFyHDk5m-hgsfQw,,"0, 0","recBc7aKMdosBJ0it, recnThfpqwRXzR4uq",recBc7aKMdosBJ0it,,0.1,,,,"Tues - Sun 10:00 - 17:00 

Cremer Street - delivery entrance e.g. furniture etc. But this is flexile.  

Studio has entrance off Geffrye Street - opposite Hoxton Station","Timings?  No restrictions just be noise conscious early or late  

Loading bay?  None 

Goods lift / stairs only?  Normal size lifts to any areas not on ground floor. ",normal lift,Gazebo's & Vans allowed,Inside & Outside,"Inside  :
No running water in Studio 
No gas and no open flames inside 
Happy to live-cooking.  

Outside :
No restrictions ","Traders to bring everything in. 

There are areas that we can use to set up a kitchen.",,"Kerb to supply

Bring all equipment and staff",Yes,"KERB to bring own bins onsite (silver ones for guests)?  
Yes 

Wastage removal?  
Yes 
They also have a compost pile ","Costs (if any)?  
No 

Who supplies / distributes?  
Venue organises production  

Gardens - 63amps 

Who do we send power to? Client & venue? Production company? 
Venue and they will pass on to whoever needs to 2 weeks pre-event. ","Access to water?  
Garden Atrium - staff kitchen - South Wing 

North Wing - Lunch Room 

Gardens - there are 2 drinking water points  

Waste water? 
Grey water down drains but NO bits or grease.  

Wash up facilities?  
No ",No bar - we can do a bar in any room/area,depends on room/area,No,"no glass outside, inside fine.
Same for bottles",No,No,"recapHOIF6UcemjnX, recFlMPXpSNV46xLR",recKYL4UGGMgzayKD,,"Can we use our own or does it need to be someone on their list?  

We can bring it in, from any company.  

Does the venue have furniture onsite?  

They have trestle tables and will be getting chairs for the Studio (seats 80). 

Learning Pavilion - Tues, Wed, Thurs 10-3. Outside of this, furniture is all stackable and can go behind and be hidden. 

Georgian Room - there are chairs, poseur tables.  

They have some uplighters, sound system, stretch tent, big deck chairs.  ",Gazebo-less inside,,,"Capacities
Georgian Room: 
Standing reception 80 guests 
Private dining 30 guests 
Theatre style 50 guests 
Classroom style 30 guests 
Boardroom style 20 guests 
Connection to a kitchen (British Standard kitchen) and access to gardens.  

Kingsland Road Gardens - no glass. 
Standing reception 800 guests 
Availability 
Full and half day exclusive hires available 

New spaces - not open yet: 

Studio  - Standing 200 

Learning Pavilion - North end of Building on Geffyre side. Big glass wall which can open up onto Period Gardens and Herb Gardens.  

The Undercroft/Crypt - private dining - vaulted ceiling with all exposed brickwork 

Garden Atrium - 200 standing 

Chapel + Reading Rooms + Garden Reading Room - 100 standing 

Gardens Through Time - hard standing outdoor area open to the public - option for a trader e.g. ice-cream trader 

They’ve bought a pub on the corner. The cafe is now opposite Hoxton Street station.  

Lunch Room/Junk Room - will be connected to Georgian Room.  

Library and Mezzanine - will be hireable.  ","Who do we contract with? (client or venue directly)  

Depends on who it comes through.  ","Invoice client or venue directly?  

Whoever we’re liaising with 

Invoicing terms? 

If booking 2 months or less - full balance payable immediately 

Security deposit - £500 + VAT minimum.  ","Guests can smoke in grounds for private events. No more than 4 people smoking outside after 9pm.  

Public - no smoking 

Garden Atrium - reception area - 2 entrances, main off Hoxton Station, another leads on to the lawn.",send pre-event,,,,"No Gazebos inside
van and gazebos allowed outside",,,,,There are 5 on the list ,,
Museum of the home,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recr7qsiQcdejwAfq,,,,"recY58QP3Iw3oTK1c, rec5fb0E69Fy3OSq7",,https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/GdgX7ba45ojYB2n9Uf9L2Q/aJm4Or76-xyQS_jqt73tIiKpp3zApjvlevHhgnFzqiyUYUlkYBPpxOexWnnJ_UqcaoSZyeReWBl6UqRRRjuTQZgsFHChGgEogV5CvpQBjaixJt2PpUUBvwTDu9Td_aAKorAw-a86QKNbHj_aIAzVvqrdF9_QsPbyo3i0hzi8XVQ/W8wNzBAP7ICwAmEAEYMSZ2vDI0FG39heBZ6wMuSJ-5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Museum of the Home, 136 Kingsland Rd, Hoxton, London E2 8EA",0.0,2025-03-27T13:10:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recci35zD7qbA4jaE,,,,recK75VeBmmmJCVQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My home - NW8,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rectDNTM9TqD7RzDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My home - SW7,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reczVcc5HThFoPwNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycenae House,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,reclsXbIZFrJ4dKQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1 4JP- private garden (with stretch tent),0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recgC03STs8idKr8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1 9RY,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recp7L4Ytne3qi60R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N12 7JH,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recYSGHi5YZAHwcQn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N65rn,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recaWXJdF5Zxxg9sN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n99hl,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recRg50tUhyCcSB5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Baseball Complex,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recU3LDlCuQNgZiWa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Gallery,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recbqrY6WsSC2iUwO,Museum / Historical Building,"Trafalgar Square, London WC2N 5DN",WORKED AT HISTORICALLY,,,,,,recDLoJ8K3rVWbxOk,recDLoJ8K3rVWbxOk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National History Museum,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recfaYiGAFvTnStpc,,,,"recYiXOPbIxVmMBDS, recHNegT2AMVAPlwX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Tennis Centre,26589.959999999992,2025-03-27T15:30:15.000Z,13609.0,recX1AX1RuUPdndKX,10,0,30555.0,6 - Unranked,4 - Bronze,0.0,0.0,recFtesPDSSIHLRFQ,,,,,"rec1z6wH46qpOap3x, recCIcgEPoEBj0Gnj, recIjdxjp2afWRsCH, rec2pUUWj1kt6L1UF, recufTwRPhX7otH02, recL848N4S28XG8Re, recykm21xqRZq7WDa, recwHit33SzzSAncG, rec5aIzoKRhe8OtPw, recV5mLM5JkmQjwoW",https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/7lTmjXcDGrdGHmOGMP_tEQ/3w7w40Ek8cOGP6mU383nKg71OUO_oXK4fMbmyJaNtOxW4_5Xwr4dT1bGKt3klTIK14TZT3T5EfVu9rGsWzQSGC4ukiJ8G2rAnGGdk8fG_BQrU8_8RnECIlQoGdvugXeMo_vLRupJhqu-Q7ohWiIspbXVgovhxf74NqQDEaUL_G4/3zbUyCnfbykXyP7ndfpFd3EHrWdnKcjtvmOpPnQHy7U,"-16473.840000000004, 0, 0, 10322.04, 9679.63, 12675.13, 10387","0, 13609, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recbGFspTSsfQ4c3j,,,,,,,,,,,,,,,,,
National Theatre,0.0,2025-03-27T13:10:59.000Z,0.0,,0,3,0.0,6 - Unranked,Unranked,0.0,0.0,reca8gZ50s1M83F4g,,,,"recn4n2VvUVIOz7b4, recARdVVhvvohgVEV, recxAZm3rZS4SQL7W",,https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/thHwd-gXo3HUNkifBDLXqA/7PYBkXTUsQuFZKIYXQlr0dEi26sbZ5Q_a2PZatdUtpglsajAVPNnci-gq4awQHMqQpMLfw4bw0hbU-TKS2rE9WKwIThYvAC04T6WjX83o9FY-VbbIqS_EGEQVxvJ_4PxcM4aPXvEkG4-1wTjRslWodO7JLNprmaTeOE0jV-KysE/-MOolLoVffgL8Bf6lt0km7pikWpRgc7S34o5AZgJpyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural History Museum,191635.21000000002,2025-03-26T17:09:01.000Z,113015.57,"recyZh4l4GFRvZ4fi, recZbXBVBD8Y5EyfD, recSlVeArbRXbuyov, rec7iVtRUMR24gSqg, recm0vo9MUZ8qunGz, recQZ2BcCWAYGEMy2, recLCgWfc5UMbNmRm, recHeycgIsMopGDSG, recIlJw8A01y7tDlD, rec358IGVUZEAUUIY, rect3LJG0G9xAdtan",11,33,144534.16,2 - Gold,1 - Platinum,191635.21000000002,144534.16,recxQboSOHxv9HRBI,Museum / Historical Building,"Natural History Museum, Cromwell Rd, South Kensington, London SW7 5BD",YES - KERB VENUE,"recVwYLooUHQM60ZX, rec4fYL842Hw83dih, recFKLaYrAu9GVtcz, recc7GcZGSz8a9Wew, reca9G1mFvNrrO34X, reckIxMKuUMdUpYFS, recGysZrLfNy1w3F7, reczZwy6Kv4soVkh5, recW1Doovpcsn6Pug, reczmwwwrSkZDQM2U, recv03T2miIA1pJMG, reco4jQr59A48bzkG, reco2wgZboQXWiOMI, recYpg301dNlQlikU, recr5LwNC5vX0gD2t, recqqpy1SOvz3bowW, recUXD9ynSGUaZGiI, recCQngNP59FgMrA6, recpewdUQGdHrpyrR, recBkMivFbAnVXiTO, recDJeemyvkogdUZw, recqhVtX3mnONcJZp, recqccnTTHybfEMn6, recH6P7xhMlq4fPAW, recjIDml9H6Dw08kj, recPEIG9GbR5pg8If, rec8agDw16EAeO620, rechgGjceMQZHEnJv, recW6xCUrty1Evqry, recIgUognV6VWsZUp, recJVzmHqXjCtAl6C, recJZHs00NiOkwgYR, rec7TW62SJ64pgEcW","recuFPfklUPa1GvFe, recbWBdvwlYCvp5mJ, reccg1wRWvmiBOJ3B, recfhoMDCs3TOKeVi, recxXp2IwS1LTAdNq, recNDa79UPuz6kdBd, recnomaDZdu23ocBJ, recCGHKTSgu97JZ7r, recQOchuXoWT5RCUk, recJiUkKOb09FnmgL, recFBIN9J8nmX2R4e",https://v5.airtableusercontent.com/v3/u/50/50/1770458400000/aSEo757d2_3AzDsb81hYdQ/bjoNnLBo1cIJHwHvhLi_44O2TBnoYQ1kON1d_J9XFnTDXreRdo61nFkBBe703b3dIzBFlIQ60WZbhq4A55E9ibrpJu75jyI-IuJ5oKx4l8_u8jsSKMCFw6TNl86pxQACniii2JJ4SmPWqc-OGOYKNJ3va6UjitGNTX8rPzctNEE/avTHwXi02DhzWRVUyamMjudog_qxv63K6N9EEeKDw5I,"14625.699999999997, 12826.150000000001, 10427.39, 11310.75, 5701.820000000001, 40757.240000000005, 14818.599999999999, 20256.21, 15979.949999999997, 44931.40000000001","12633.900000000001, 9238.2, 8294.95, 8000, 3024.8, 0, 12714, 10006.720000000001, 12103, 25000, 12000",recL8xgOUIiB2zTOp,recpslvjcy81yhrb1,recnL40xcUvA5w1qZ,0.1,,,"Staff entrance via Exhibition gate, staff leave through Bronze gate at the end of the night 

Staff crew mess can be arranged in Schools, access after 4.30pm 

Staff can also sign in at Bronze gate security ","Hintze hall: 

Access to event space via BOH lifts - DO NOT OVERLOAD as they tend to break, can also be accessed via stairs or “Schools” 

Earth Hall: 

 via main entrance on Exhibition road or via BOH lift/stairs by the parking  

Fossil Way:  

can be accessed from Hintze Hall or via T-Rex cafe lift 
Yes stair access for all spaces 
Lifts are narrow and temperamental, only Earth Hall lift is heavy duty. Weights TBC - ask Jon 
All staff need to be accredited, ops managers are given magnetic passes that allow access to BOH - all passes must be returned to Anjali/Susie at the end of the event 
BOH kitchen needs to be mopped and cleaned post event;  
BOH Hall needs to be protected for clearing/service + all furniture wiped down and placed back post event","Load in via Queen’s gate side, Museum lane 

Load out via Bronze gate on Exhibition road 

Load in via main entrance if needed 

Weight limit on the bridge at the front via cromwell road - from 6.10pm, (7t limit)  only  

Load in 7am-9am 

Event spaces can differ depending on the event: Earth Hall; Fossil way; Hintze hall 

No load out curfew, 2 hours after the event finishes  

Access to BOH basement corridors from 2pm; from 6pm for indoor events  

Parking is available outside but can be limited  ",,,Inside & Outside,"electric hot hold in all halls

Gazebo set up with gas in the courtyard/loading area for frying/grilling is permitted 

Mobile freezer/fridge van can be parked in the courtyard, power is available ","Traders can set up in T-rex xafe for Fossil Way Service

Traders can have access to North Hall kitchen after 4.30pm - access to be requested from venue ops managers in advance, as the extraction needs to be turned on 

North Hall Kitchen equipment available: 
1 x Rational Combi Oven 
3 x Turbo oven  
2 x 6-Burner Open Top Range Ovens 
1 x Solid Top Oven 
5x Hot Cupboards 
1 x Stainless Steel Double Catering Sink 
Water Boiler (20L Capacity) 

Furniture available: 
20 poseur tables available ",,"Cloakroom is usually provided by the venue, KERB provides black 70x144 linen for their trestle tables 

By main entrance via Exhibition road 

Cloakroom capacity  - up to 1000 pax. Sometimes NHM need to hire extra cloakroom kit from KERB ",,Waste management can be booked for £250+VAT ,"Power is supplied by the venue and managed by the event production team on the night (for big events) 

Max power TBC 

Clients can arrange DJs and live music bands to play at the event - can be positioned at the top of the stairs in Hintze Hall 

Sound equipment provided by the client/event production team ",water source - BOH kitchen behind Hintze Hall,Late night food needs to be provided if guests are staying for an after party  ,,,"Glass is allowed 

",Yes,Yes,"recyJXOTG2cFGPweM, recj5iMuofGyuvHp1, reclhR1o75B7Kb3uL, rec8zTEg1Q6zkGH50",recKYL4UGGMgzayKD,300.0,,"No smoking allowed in the loading bay area 

Loading bay doors always need to be closed to prevent pests  

Can’t block any of the corridors with cages, as the whole basement is used as a fire escape route ",,,,,,"Smoking areas outside guest entrance, KERB to always provide drop tables with black linen by the doors 

Guest toilets are located on the left side of the stairs in Hintze hall "," Risk assessments need to be shared pre-event, including expectant mother RAMS (if any needed),  as there are many stairs in the venue ",,,,,,,,,,,
